cohort_name,modality,device,task,feature_set,n_subjects,feature_count,numeric_count,categorical_count
fnirs_bikom_1back_native,fnirs,bikom,1back,signal_qc,985,413,413,0
fnirs_bikom_1back_native,fnirs,bikom,1back,signal_demographics,985,400,397,3
fnirs_bikom_1back_native,fnirs,bikom,1back,signal_qc_demographics,985,417,414,3
face_self_intro_native,face,,self_intro,no_information,3572,0,0,0
face_self_intro_native,face,,self_intro,demographics,3572,4,1,3
face_self_intro_native,face,,self_intro,qc,3572,20,19,1
face_self_intro_native,face,,self_intro,metadata,3572,6,5,1
face_self_intro_native,face,,self_intro,full_frame,3572,1024,1024,0
face_self_intro_native,face,,self_intro,face_crop,3572,1024,1024,0
face_self_intro_native,face,,self_intro,background,3572,1024,1024,0
face_self_intro_native,face,,self_intro,face_qc,3572,1044,1043,1
face_self_intro_native,face,,self_intro,face_demographics,3572,1028,1025,3
face_self_intro_native,face,,self_intro,face_qc_demographics,3572,1048,1044,4
face_task_native,face,,task,no_information,3567,0,0,0
face_task_native,face,,task,demographics,3567,4,1,3
face_task_native,face,,task,qc,3567,20,19,1
face_task_native,face,,task,metadata,3567,6,5,1
face_task_native,face,,task,full_frame,3567,1024,1024,0
face_task_native,face,,task,face_crop,3567,1024,1024,0
face_task_native,face,,task,background,3567,1024,1024,0
face_task_native,face,,task,face_qc,3567,1044,1043,1
face_task_native,face,,task,face_demographics,3567,1028,1025,3
face_task_native,face,,task,face_qc_demographics,3567,1048,1044,4
face_two_video_native,face,,two_video,no_information,3567,0,0,0
face_two_video_native,face,,two_video,demographics,3567,4,1,3
face_two_video_native,face,,two_video,qc,3567,40,38,2
face_two_video_native,face,,two_video,metadata,3567,12,10,2
face_two_video_native,face,,two_video,full_frame,3567,2048,2048,0
face_two_video_native,face,,two_video,face_crop,3567,2048,2048,0
face_two_video_native,face,,two_video,background,3567,2048,2048,0
face_two_video_native,face,,two_video,face_qc,3567,2088,2086,2
face_two_video_native,face,,two_video,face_demographics,3567,2052,2049,3
face_two_video_native,face,,two_video,face_qc_demographics,3567,2092,2087,5
core3_same_cohort,eeg,,rest,demographics,661,4,1,3
core3_same_cohort,eeg,,rest,modality,661,217,217,0
core3_same_cohort,eeg,,rest,modality_demographics,661,221,218,3
core3_same_cohort,fnirs,yiruid,vft,demographics,661,4,1,3
core3_same_cohort,fnirs,yiruid,vft,modality,661,289,289,0
core3_same_cohort,fnirs,yiruid,vft,modality_demographics,661,293,290,3
core3_same_cohort,face,,self_intro,demographics,661,4,1,3
core3_same_cohort,face,,self_intro,modality,661,1024,1024,0
core3_same_cohort,face,,self_intro,modality_demographics,661,1028,1025,3
shortcut_a_prefix_group_cv,shortcut,,a_prefix_group,group_device,3597,5,0,5
