cv_protocol,cohort_name,modality,device,task,feature_set,model,seed,feature_count,outer_fold,selected_params,selected_threshold,inner_cv_auroc,n_train_subjects,n_validation_subjects
standard_cv,eeg_rest_native,eeg,,rest,demographics,hist_gradient_boosting,20260707,3,4,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.45,0.5482551594746717,808,214
standard_cv,eeg_rest_native,eeg,,rest,qc,logistic_regression,20260707,16,0,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.5,0.49903288201160545,799,223
standard_cv,eeg_rest_native,eeg,,rest,qc,logistic_regression,20260707,16,1,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.55,0.46615461181154605,823,199
standard_cv,eeg_rest_native,eeg,,rest,qc,logistic_regression,20260707,16,2,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.55,0.5039872408293461,824,198
standard_cv,eeg_rest_native,eeg,,rest,qc,logistic_regression,20260707,16,3,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.55,0.5012262005618229,834,188
standard_cv,eeg_rest_native,eeg,,rest,qc,logistic_regression,20260707,16,4,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.55,0.4942930240491216,808,214
standard_cv,eeg_rest_native,eeg,,rest,qc,random_forest,20260707,16,0,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.35,0.5013512215866223,799,223
standard_cv,eeg_rest_native,eeg,,rest,qc,random_forest,20260707,16,1,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.4,0.518420703384207,823,199
standard_cv,eeg_rest_native,eeg,,rest,qc,random_forest,20260707,16,2,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.45,0.5196269895518015,824,198
standard_cv,eeg_rest_native,eeg,,rest,qc,random_forest,20260707,16,3,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.35,0.5415252024027162,834,188
standard_cv,eeg_rest_native,eeg,,rest,qc,random_forest,20260707,16,4,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.4,0.5170390585024731,808,214
standard_cv,eeg_rest_native,eeg,,rest,qc,hist_gradient_boosting,20260707,16,0,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.45,0.5344252849911519,799,223
standard_cv,eeg_rest_native,eeg,,rest,qc,hist_gradient_boosting,20260707,16,1,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.55,0.5121665560716655,823,199
standard_cv,eeg_rest_native,eeg,,rest,qc,hist_gradient_boosting,20260707,16,2,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.45,0.5261986134166585,824,198
standard_cv,eeg_rest_native,eeg,,rest,qc,hist_gradient_boosting,20260707,16,3,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.4,0.5382797520845409,834,188
standard_cv,eeg_rest_native,eeg,,rest,qc,hist_gradient_boosting,20260707,16,4,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.55,0.507409176189664,808,214
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,logistic_regression,20260707,19,0,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.45,0.583542532614511,799,223
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,logistic_regression,20260707,19,1,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.5,0.575686794956868,823,199
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,logistic_regression,20260707,19,2,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.5,0.603580379520229,824,198
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,logistic_regression,20260707,19,3,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.5,0.6218015274955571,834,188
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,logistic_regression,20260707,19,4,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.45,0.5772607879924954,808,214
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,random_forest,20260707,19,0,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.4,0.5581333936924702,799,223
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,random_forest,20260707,19,1,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.5,0.5629130723291307,823,199
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,random_forest,20260707,19,2,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.45,0.5872961624841324,824,198
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,random_forest,20260707,19,3,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.35,0.5972711463860525,834,188
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,random_forest,20260707,19,4,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.4,0.5482926829268293,808,214
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,hist_gradient_boosting,20260707,19,0,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.45,0.5630341440662854,799,223
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,hist_gradient_boosting,20260707,19,1,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.45,0.557879893828799,823,199
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,hist_gradient_boosting,20260707,19,2,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.4,0.5816717117468997,824,198
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,hist_gradient_boosting,20260707,19,3,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.4,0.5958761441884464,834,188
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,hist_gradient_boosting,20260707,19,4,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.45,0.5435647279549719,808,214
standard_cv,eeg_rest_native,eeg,,rest,signal,logistic_regression,20260707,217,0,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.6,0.5094173971494026,799,223
standard_cv,eeg_rest_native,eeg,,rest,signal,logistic_regression,20260707,217,1,"{""model__C"": 1.0, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.35,0.502899800928998,823,199
standard_cv,eeg_rest_native,eeg,,rest,signal,logistic_regression,20260707,217,2,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.6,0.5084073820915926,824,198
standard_cv,eeg_rest_native,eeg,,rest,signal,logistic_regression,20260707,217,3,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.7,0.4807534285841683,834,188
standard_cv,eeg_rest_native,eeg,,rest,signal,logistic_regression,20260707,217,4,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.65,0.5200341122292342,808,214
standard_cv,eeg_rest_native,eeg,,rest,signal,random_forest,20260707,217,0,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.45,0.501694171227897,799,223
standard_cv,eeg_rest_native,eeg,,rest,signal,random_forest,20260707,217,1,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.45,0.5061579296615792,823,199
standard_cv,eeg_rest_native,eeg,,rest,signal,random_forest,20260707,217,2,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.45,0.5230804283435863,824,198
standard_cv,eeg_rest_native,eeg,,rest,signal,random_forest,20260707,217,3,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.4,0.5201128741504182,834,188
standard_cv,eeg_rest_native,eeg,,rest,signal,random_forest,20260707,217,4,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.55,0.4800682244584684,808,214
standard_cv,eeg_rest_native,eeg,,rest,signal,hist_gradient_boosting,20260707,217,0,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.7,0.47479320136631137,799,223
standard_cv,eeg_rest_native,eeg,,rest,signal,hist_gradient_boosting,20260707,217,1,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.5,0.5172329130723291,823,199
standard_cv,eeg_rest_native,eeg,,rest,signal,hist_gradient_boosting,20260707,217,2,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.03, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.65,0.49107834521368354,824,198
standard_cv,eeg_rest_native,eeg,,rest,signal,hist_gradient_boosting,20260707,217,3,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.45,0.49683735803145446,834,188
standard_cv,eeg_rest_native,eeg,,rest,signal,hist_gradient_boosting,20260707,217,4,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.03, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.55,0.5040627665017909,808,214
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,logistic_regression,20260707,233,0,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.5,0.5091979093789868,799,223
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,logistic_regression,20260707,233,1,"{""model__C"": 1.0, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.75,0.4947445255474452,823,199
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,logistic_regression,20260707,233,2,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.6,0.5028480291638187,824,198
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,logistic_regression,20260707,233,3,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.55,0.48302110338940946,834,188
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,logistic_regression,20260707,233,4,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.5,0.5223605662630053,808,214
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,random_forest,20260707,233,0,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.45,0.5150349122734817,799,223
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,random_forest,20260707,233,1,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.5,0.5098075646980756,823,199
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,random_forest,20260707,233,2,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.35,0.5281189987956906,824,198
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,random_forest,20260707,233,3,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.4,0.5143162896763469,834,188
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,random_forest,20260707,233,4,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.55,0.4888896469384274,808,214
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,hist_gradient_boosting,20260707,233,0,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.03, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.35,0.47504698410085466,799,223
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,hist_gradient_boosting,20260707,233,1,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.55,0.5191174518911745,823,199
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,hist_gradient_boosting,20260707,233,2,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.03, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.6,0.48575334439996093,824,198
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,hist_gradient_boosting,20260707,233,3,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.5,0.49966558166495734,834,188
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,hist_gradient_boosting,20260707,233,4,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.03, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.45,0.5218011257035647,808,214
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,logistic_regression,20260707,220,0,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.5,0.5473613454600327,799,223
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,logistic_regression,20260707,220,1,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.45,0.549495686794957,823,199
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,logistic_regression,20260707,220,2,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.55,0.5585326953748007,824,198
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,logistic_regression,20260707,220,3,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.5,0.5629693800202561,834,188
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,logistic_regression,20260707,220,4,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.4,0.5488384785945761,808,214
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,random_forest,20260707,220,0,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.4,0.5225660863958737,799,223
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,random_forest,20260707,220,1,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.45,0.5280225613802256,823,199
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,random_forest,20260707,220,2,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.45,0.5352992871789864,824,198
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,random_forest,20260707,220,3,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.35,0.5429361292829433,834,188
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,random_forest,20260707,220,4,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.5,0.5094047415998636,808,214
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,hist_gradient_boosting,20260707,220,0,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.55,0.5262905195001166,799,223
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,hist_gradient_boosting,20260707,220,1,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.5,0.5506237558062376,823,199
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,hist_gradient_boosting,20260707,220,2,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.35,0.5228200371057514,824,198
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,hist_gradient_boosting,20260707,220,3,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.4,0.5585423182515972,834,188
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,hist_gradient_boosting,20260707,220,4,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.6,0.5159474671669794,808,214
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,logistic_regression,20260707,236,0,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.45,0.5482873094914742,799,223
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,logistic_regression,20260707,236,1,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.45,0.5445321831453218,823,199
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,logistic_regression,20260707,236,2,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.55,0.5530254206945937,824,198
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,logistic_regression,20260707,236,3,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.5,0.5580199886616259,834,188
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,logistic_regression,20260707,236,4,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.55,0.5465734265734264,808,214
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,random_forest,20260707,236,0,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.5,0.5235880763268721,799,223
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,random_forest,20260707,236,1,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.4,0.5267219641672196,823,199
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,random_forest,20260707,236,2,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.4,0.5313543599257885,824,198
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,random_forest,20260707,236,3,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.45,0.5476498353387818,834,188
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,random_forest,20260707,236,4,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.5,0.49701517994200917,808,214
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,hist_gradient_boosting,20260707,236,0,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.4,0.518999410126617,799,223
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,hist_gradient_boosting,20260707,236,1,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.45,0.5574917053749171,823,199
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,hist_gradient_boosting,20260707,236,2,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.4,0.515307749894216,824,198
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,hist_gradient_boosting,20260707,236,3,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.4,0.5597398543847021,834,188
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,hist_gradient_boosting,20260707,236,4,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.5,0.5236158962988231,808,214
standard_cv,eeg_rest_native,eeg,,rest,age_only,logistic_regression,20260707,1,0,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.5,0.5065331906662826,799,223
standard_cv,eeg_rest_native,eeg,,rest,age_only,logistic_regression,20260707,1,1,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.5,0.5069840743198407,823,199
standard_cv,eeg_rest_native,eeg,,rest,age_only,logistic_regression,20260707,1,2,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.5,0.5220225889398822,824,198
standard_cv,eeg_rest_native,eeg,,rest,age_only,logistic_regression,20260707,1,3,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.5,0.5327570721515521,834,188
standard_cv,eeg_rest_native,eeg,,rest,age_only,logistic_regression,20260707,1,4,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.2,0.48468019785092964,808,214
standard_cv,eeg_rest_native,eeg,,rest,age_only,random_forest,20260707,1,0,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.2,0.47697093158840553,799,223
standard_cv,eeg_rest_native,eeg,,rest,age_only,random_forest,20260707,1,1,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.4,0.4868845388188454,823,199
standard_cv,eeg_rest_native,eeg,,rest,age_only,random_forest,20260707,1,2,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.4,0.4981089086352244,824,198
standard_cv,eeg_rest_native,eeg,,rest,age_only,random_forest,20260707,1,3,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.45,0.5126410130646096,834,188
