L_id,task,label,window_in_subject,event_code,event_onset_sec,start_sec,stop_sec,n_samples
L1000,oddball,0,11,22,162.985,162.784,163.784,250
L1000,oddball,0,12,22,171.997,171.796,172.796,250
L1000,oddball,0,13,22,173.999,173.8,174.8,250
L1000,oddball,0,14,22,176.002,175.804,176.804,250
L1000,oddball,0,15,22,220.035,219.836,220.836,250
L1000,oddball,0,16,22,223.039,222.84,223.84,250
L1000,oddball,0,17,22,232.052,231.852,232.852,250
L1000,oddball,0,18,22,234.055,233.856,234.856,250
L1000,oddball,0,19,22,236.06,235.86,236.86,250
L1000,oddball,0,20,22,280.09,279.888,280.888,250
L1000,oddball,0,21,22,283.095,282.896,283.896,250
L1000,oddball,0,22,22,292.11,291.912,292.912,250
L1000,oddball,0,23,22,294.111,293.912,294.912,250
L1000,oddball,0,24,22,296.116,295.916,296.916,250
L101,oddball,0,0,22,34.233,34.032,35.032,250
L101,oddball,0,1,22,38.203,38.004,39.004,250
L101,oddball,0,2,22,39.199,39.0,40.0,250
L101,oddball,0,3,22,50.124,49.924,50.924,250
L101,oddball,0,5,22,94.108,93.908,94.908,250
L101,oddball,0,6,22,98.077,97.876,98.876,250
L101,oddball,0,7,22,99.071,98.872,99.872,250
L101,oddball,0,8,22,110.004,109.804,110.804,250
L101,oddball,0,9,22,111.992,111.792,112.792,250
L101,oddball,0,10,22,153.931,153.732,154.732,250
L101,oddball,0,11,22,157.901,157.7,158.7,250
L101,oddball,0,12,22,158.895,158.696,159.696,250
L101,oddball,0,13,22,169.822,169.624,170.624,250
L101,oddball,0,14,22,171.805,171.604,172.604,250
L101,oddball,0,15,22,213.737,213.536,214.536,250
L101,oddball,0,16,22,217.713,217.512,218.512,250
L101,oddball,0,17,22,218.707,218.508,219.508,250
L101,oddball,0,18,22,229.64,229.44,230.44,250
L101,oddball,0,19,22,231.629,231.428,232.428,250
L101,oddball,0,20,22,273.568,273.368,274.368,250
L101,oddball,0,21,22,277.544,277.344,278.344,250
L101,oddball,0,22,22,278.537,278.336,279.336,250
L101,oddball,0,23,22,289.464,289.264,290.264,250
L101,oddball,0,24,22,291.446,291.248,292.248,250
L102,oddball,1,0,22,47.325,47.124,48.124,250
L102,oddball,1,1,22,52.333,52.132,53.132,250
L102,oddball,1,2,22,54.336,54.136,55.136,250
L102,oddball,1,3,22,58.344,58.144,59.144,250
L102,oddball,1,4,22,60.345,60.144,61.144,250
L102,oddball,1,5,22,107.403,107.204,108.204,250
L102,oddball,1,6,22,112.41,112.208,113.208,250
L102,oddball,1,7,22,114.414,114.216,115.216,250
L102,oddball,1,8,22,118.421,118.22,119.22,250
L102,oddball,1,9,22,120.425,120.224,121.224,250
L102,oddball,1,10,22,167.471,167.272,168.272,250
L102,oddball,1,11,22,172.478,172.28,173.28,250
L102,oddball,1,12,22,174.481,174.28,175.28,250
L102,oddball,1,13,22,178.486,178.288,179.288,250
L102,oddball,1,14,22,180.491,180.292,181.292,250
L102,oddball,1,15,22,227.539,227.34,228.34,250
L102,oddball,1,16,22,232.544,232.344,233.344,250
L102,oddball,1,17,22,234.548,234.348,235.348,250
L102,oddball,1,18,22,238.554,238.352,239.352,250
L102,oddball,1,19,22,240.557,240.356,241.356,250
L102,oddball,1,20,22,287.604,287.404,288.404,250
L102,oddball,1,21,22,292.613,292.412,293.412,250
L102,oddball,1,22,22,294.616,294.416,295.416,250
L102,oddball,1,23,22,298.621,298.42,299.42,250
L103,oddball,1,0,22,37.523,37.324,38.324,250
L103,oddball,1,1,22,46.517,46.316,47.316,250
L103,oddball,1,2,22,47.515,47.316,48.316,250
L103,oddball,1,3,22,56.544,56.344,57.344,250
L103,oddball,1,4,22,59.556,59.356,60.356,250
L103,oddball,1,5,22,97.6,97.4,98.4,250
L103,oddball,1,6,22,106.645,106.444,107.444,250
L103,oddball,1,7,22,107.639,107.44,108.44,250
L103,oddball,1,8,22,116.702,116.504,117.504,250
L103,oddball,1,9,22,119.717,119.516,120.516,250
L103,oddball,1,10,22,157.828,157.628,158.628,250
L103,oddball,1,11,22,166.886,166.688,167.688,250
L103,oddball,1,12,22,167.885,167.684,168.684,250
L103,oddball,1,13,22,176.889,176.688,177.688,250
L103,oddball,1,14,22,179.885,179.684,180.684,250
L103,oddball,1,15,22,217.986,217.784,218.784,250
L103,oddball,1,16,22,227.028,226.828,227.828,250
L103,oddball,1,17,22,228.038,227.84,228.84,250
L103,oddball,1,18,22,237.046,236.848,237.848,250
L103,oddball,1,19,22,240.043,239.844,240.844,250
L103,oddball,1,20,22,278.128,277.928,278.928,250
L103,oddball,1,21,22,287.203,287.004,288.004,250
L103,oddball,1,22,22,288.218,288.016,289.016,250
L103,oddball,1,23,22,297.292,297.092,298.092,250
L104,oddball,0,0,22,42.605,42.404,43.404,250
L104,oddball,0,1,22,44.64,44.44,45.44,250
L104,oddball,0,2,22,54.885,54.684,55.684,250
L104,oddball,0,3,22,63.049,62.848,63.848,250
L104,oddball,0,4,22,65.094,64.892,65.892,250
L104,oddball,0,5,22,103.362,103.16,104.16,250
L104,oddball,0,6,22,105.361,105.16,106.16,250
L104,oddball,0,7,22,115.419,115.22,116.22,250
L104,oddball,0,8,22,123.611,123.412,124.412,250
L104,oddball,0,9,22,125.683,125.484,126.484,250
L104,oddball,0,10,22,163.888,163.688,164.688,250
L104,oddball,0,11,22,165.927,165.728,166.728,250
L104,oddball,0,12,22,176.082,175.88,176.88,250
L104,oddball,0,13,22,184.284,184.084,185.084,250
L104,oddball,0,14,22,186.285,186.084,187.084,250
L104,oddball,0,15,22,224.406,224.208,225.208,250
L104,oddball,0,16,22,226.409,226.208,227.208,250
L104,oddball,0,17,22,236.604,236.404,237.404,250
L104,oddball,0,18,22,244.76,244.56,245.56,250
L104,oddball,0,19,22,246.767,246.568,247.568,250
L104,oddball,0,20,22,285.004,284.804,285.804,250
L104,oddball,0,21,22,287.039,286.84,287.84,250
L104,oddball,0,22,22,297.206,297.008,298.008,250
L105,oddball,0,0,22,41.723,41.524,42.524,250
L105,oddball,0,1,22,43.793,43.592,44.592,250
L105,oddball,0,2,22,50.924,50.724,51.724,250
L105,oddball,0,3,22,55.967,55.768,56.768,250
L105,oddball,0,4,22,56.971,56.772,57.772,250
L105,oddball,0,5,22,102.245,102.044,103.044,250
L105,oddball,0,6,22,104.281,104.08,105.08,250
L105,oddball,0,7,22,111.359,111.16,112.16,250
L105,oddball,0,8,22,116.489,116.288,117.288,250
L105,oddball,0,9,22,117.534,117.336,118.336,250
L105,oddball,0,10,22,162.888,162.688,163.688,250
L105,oddball,0,11,22,164.929,164.728,165.728,250
L105,oddball,0,12,22,172.091,171.892,172.892,250
L105,oddball,0,13,22,177.244,177.044,178.044,250
L105,oddball,0,14,22,178.245,178.044,179.044,250
L105,oddball,0,15,22,223.522,223.32,224.32,250
L105,oddball,0,16,22,225.524,225.324,226.324,250
L105,oddball,0,17,22,232.723,232.524,233.524,250
L105,oddball,0,18,22,237.773,237.572,238.572,250
L105,oddball,0,19,22,238.81,238.608,239.608,250
L105,oddball,0,20,22,284.132,283.932,284.932,250
L105,oddball,0,21,22,286.167,285.968,286.968,250
L105,oddball,0,22,22,293.243,293.044,294.044,250
L105,oddball,0,23,22,298.288,298.088,299.088,250
L105,oddball,0,24,22,299.322,299.12,300.12,250
L106,oddball,1,0,22,48.485,48.284,49.284,250
L106,oddball,1,2,22,51.486,51.284,52.284,250
L106,oddball,1,3,22,57.486,57.284,58.284,250
L106,oddball,1,4,22,60.486,60.284,61.284,250
L106,oddball,1,5,22,108.807,108.608,109.608,250
L106,oddball,1,6,22,109.841,109.64,110.64,250
L106,oddball,1,7,22,111.847,111.648,112.648,250
L106,oddball,1,8,22,117.964,117.764,118.764,250
L106,oddball,1,9,22,121.008,120.808,121.808,250
L106,oddball,1,10,22,169.408,169.208,170.208,250
L106,oddball,1,11,22,170.407,170.208,171.208,250
L106,oddball,1,12,22,172.451,172.252,173.252,250
L106,oddball,1,13,22,178.652,178.452,179.452,250
L106,oddball,1,14,22,181.718,181.52,182.52,250
L106,oddball,1,15,22,230.051,229.852,230.852,250
L106,oddball,1,16,22,231.052,230.852,231.852,250
L106,oddball,1,17,22,233.085,232.884,233.884,250
L106,oddball,1,18,22,239.253,239.052,240.052,250
L106,oddball,1,19,22,242.328,242.128,243.128,250
L106,oddball,1,20,22,290.52,290.32,291.32,250
L106,oddball,1,21,22,291.521,291.32,292.32,250
L106,oddball,1,22,22,293.54,293.34,294.34,250
L106,oddball,1,23,22,299.684,299.484,300.484,250
L107,oddball,0,0,22,39.245,39.044,40.044,250
L107,oddball,0,1,22,46.489,46.288,47.288,250
L107,oddball,0,2,22,47.495,47.296,48.296,250
L107,oddball,0,3,22,50.567,50.368,51.368,250
L107,oddball,0,4,22,62.836,62.636,63.636,250
L107,oddball,0,5,22,100.051,99.852,100.852,250
L107,oddball,0,6,22,107.225,107.024,108.024,250
L107,oddball,0,8,22,111.288,111.088,112.088,250
L107,oddball,0,9,22,123.489,123.288,124.288,250
L107,oddball,0,10,22,160.645,160.444,161.444,250
L107,oddball,0,13,22,171.855,171.656,172.656,250
L107,oddball,0,16,22,228.255,228.056,229.056,250
L107,oddball,0,18,22,232.332,232.132,233.132,250
L107,oddball,0,19,22,244.502,244.304,245.304,250
L107,oddball,0,20,22,281.739,281.54,282.54,250
L107,oddball,0,23,22,292.932,292.732,293.732,250
L108,oddball,0,0,22,40.768,40.568,41.568,250
L108,oddball,0,1,22,49.838,49.64,50.64,250
L108,oddball,0,2,22,54.894,54.692,55.692,250
L108,oddball,0,3,22,59.924,59.724,60.724,250
L108,oddball,0,4,22,60.926,60.728,61.728,250
L108,oddball,0,5,22,101.087,100.888,101.888,250
L108,oddball,0,6,22,110.247,110.048,111.048,250
L108,oddball,0,7,22,115.33,115.128,116.128,250
L108,oddball,0,8,22,120.458,120.256,121.256,250
L108,oddball,0,9,22,121.509,121.308,122.308,250
L108,oddball,0,10,22,161.723,161.524,162.524,250
L108,oddball,0,11,22,170.933,170.732,171.732,250
L108,oddball,0,12,22,176.091,175.892,176.892,250
L108,oddball,0,13,22,181.167,180.968,181.968,250
L108,oddball,0,14,22,182.193,181.992,182.992,250
L108,oddball,0,15,22,222.368,222.168,223.168,250
L108,oddball,0,16,22,231.412,231.212,232.212,250
L108,oddball,0,17,22,236.437,236.236,237.236,250
L108,oddball,0,18,22,241.437,241.236,242.236,250
L108,oddball,0,19,22,242.437,242.236,243.236,250
L108,oddball,0,20,22,282.723,282.524,283.524,250
L108,oddball,0,21,22,291.845,291.644,292.644,250
L108,oddball,0,22,22,296.845,296.644,297.644,250
L109,oddball,1,0,22,37.114,36.912,37.912,250
L109,oddball,1,1,22,44.071,43.872,44.872,250
L109,oddball,1,2,22,50.035,49.836,50.836,250
L109,oddball,1,3,22,51.029,50.828,51.828,250
L109,oddball,1,4,22,55.998,55.796,56.796,250
L109,oddball,1,5,22,96.998,96.8,97.8,250
L109,oddball,1,6,22,103.95,103.752,104.752,250
L109,oddball,1,7,22,109.902,109.704,110.704,250
L109,oddball,1,8,22,110.896,110.696,111.696,250
L109,oddball,1,9,22,115.865,115.664,116.664,250
L109,oddball,1,10,22,156.811,156.612,157.612,250
L109,oddball,1,11,22,163.768,163.568,164.568,250
L109,oddball,1,12,22,169.732,169.532,170.532,250
L109,oddball,1,13,22,170.725,170.524,171.524,250
L109,oddball,1,14,22,175.69,175.488,176.488,250
L109,oddball,1,15,22,216.623,216.424,217.424,250
L109,oddball,1,16,22,223.581,223.38,224.38,250
L109,oddball,1,17,22,229.545,229.344,230.344,250
L109,oddball,1,18,22,230.539,230.34,231.34,250
L109,oddball,1,19,22,235.508,235.308,236.308,250
L109,oddball,1,20,22,276.459,276.26,277.26,250
L109,oddball,1,21,22,283.417,283.216,284.216,250
L109,oddball,1,22,22,289.38,289.18,290.18,250
L109,oddball,1,23,22,290.374,290.176,291.176,250
L109,oddball,1,24,22,295.344,295.144,296.144,250
L11,oddball,1,0,22,39.988,39.788,40.788,250
L11,oddball,1,1,22,43.963,43.764,44.764,250
L11,oddball,1,2,22,45.951,45.752,46.752,250
L11,oddball,1,3,22,49.927,49.728,50.728,250
L11,oddball,1,4,22,57.878,57.68,58.68,250
L11,oddball,1,5,22,99.872,99.672,100.672,250
L11,oddball,1,6,22,103.842,103.64,104.64,250
L11,oddball,1,7,22,105.884,105.684,106.684,250
L11,oddball,1,8,22,109.855,109.656,110.656,250
L11,oddball,1,10,22,159.745,159.544,160.544,250
L11,oddball,1,11,22,163.721,163.52,164.52,250
L11,oddball,1,12,22,165.709,165.508,166.508,250
L11,oddball,1,13,22,169.685,169.484,170.484,250
L11,oddball,1,14,22,177.631,177.432,178.432,250
L11,oddball,1,15,22,219.575,219.376,220.376,250
L11,oddball,1,16,22,223.551,223.352,224.352,250
L11,oddball,1,17,22,225.54,225.34,226.34,250
L11,oddball,1,18,22,229.515,229.316,230.316,250
L11,oddball,1,19,22,237.467,237.268,238.268,250
L11,oddball,1,20,22,279.405,279.204,280.204,250
L11,oddball,1,21,22,283.382,283.184,284.184,250
L11,oddball,1,22,22,285.37,285.168,286.168,250
L11,oddball,1,23,22,289.345,289.144,290.144,250
L11,oddball,1,24,22,297.291,297.092,298.092,250
L110,oddball,0,0,22,59.014,58.816,59.816,250
L110,oddball,0,1,22,64.015,63.816,64.816,250
L110,oddball,0,2,22,67.015,66.816,67.816,250
L110,oddball,0,3,22,68.015,67.816,68.816,250
L110,oddball,0,4,22,76.032,75.832,76.832,250
L110,oddball,0,5,22,119.065,118.864,119.864,250
L110,oddball,0,6,22,124.066,123.864,124.864,250
L110,oddball,0,7,22,127.082,126.88,127.88,250
L110,oddball,0,8,22,128.082,127.88,128.88,250
L110,oddball,0,9,22,136.083,135.884,136.884,250
L110,oddball,0,10,22,179.166,178.968,179.968,250
L110,oddball,0,11,22,184.167,183.968,184.968,250
L110,oddball,0,12,22,187.167,186.968,187.968,250
L110,oddball,0,13,22,188.166,187.968,188.968,250
L110,oddball,0,14,22,196.183,195.984,196.984,250
L110,oddball,0,15,22,239.217,239.016,240.016,250
L110,oddball,0,16,22,244.217,244.016,245.016,250
L110,oddball,0,17,22,247.217,247.016,248.016,250
L110,oddball,0,18,22,248.217,248.016,249.016,250
L110,oddball,0,19,22,256.218,256.02,257.02,250
L110,oddball,0,20,22,299.235,299.036,300.036,250
L111,oddball,1,0,22,38.131,37.932,38.932,250
L111,oddball,1,1,22,45.131,44.932,45.932,250
L111,oddball,1,2,22,53.132,52.932,53.932,250
L111,oddball,1,3,22,59.132,58.932,59.932,250
L111,oddball,1,4,22,60.132,59.932,60.932,250
L111,oddball,1,5,22,98.165,97.964,98.964,250
L111,oddball,1,6,22,105.166,104.968,105.968,250
L111,oddball,1,7,22,113.167,112.968,113.968,250
L111,oddball,1,8,22,119.166,118.968,119.968,250
L111,oddball,1,9,22,120.166,119.968,120.968,250
L111,oddball,1,10,22,158.25,158.048,159.048,250
L111,oddball,1,11,22,165.25,165.048,166.048,250
L111,oddball,1,12,22,173.25,173.048,174.048,250
L111,oddball,1,13,22,179.25,179.048,180.048,250
L111,oddball,1,14,22,180.252,180.052,181.052,250
L111,oddball,1,15,22,218.267,218.068,219.068,250
L111,oddball,1,16,22,225.267,225.068,226.068,250
L111,oddball,1,17,22,233.268,233.068,234.068,250
L111,oddball,1,18,22,239.268,239.068,240.068,250
L111,oddball,1,19,22,240.268,240.068,241.068,250
L111,oddball,1,20,22,278.301,278.1,279.1,250
L111,oddball,1,21,22,285.319,285.12,286.12,250
L111,oddball,1,22,22,293.318,293.12,294.12,250
L111,oddball,1,23,22,299.319,299.12,300.12,250
L112,oddball,0,0,22,38.726,38.524,39.524,250
L112,oddball,0,1,22,39.72,39.52,40.52,250
L112,oddball,0,2,22,40.714,40.512,41.512,250
L112,oddball,0,3,22,56.61,56.408,57.408,250
L112,oddball,0,4,22,58.598,58.396,59.396,250
L112,oddball,0,5,22,98.599,98.4,99.4,250
L112,oddball,0,6,22,99.593,99.392,100.392,250
L112,oddball,0,7,22,100.586,100.384,101.384,250
L112,oddball,0,8,22,116.477,116.276,117.276,250
L112,oddball,0,9,22,118.466,118.264,119.264,250
L112,oddball,0,10,22,158.411,158.212,159.212,250
L112,oddball,0,11,22,159.405,159.204,160.204,250
L112,oddball,0,12,22,160.399,160.2,161.2,250
L112,oddball,0,13,22,176.302,176.104,177.104,250
L112,oddball,0,14,22,178.29,178.088,179.088,250
L112,oddball,0,15,22,218.247,218.048,219.048,250
L112,oddball,0,16,22,219.241,219.04,220.04,250
L112,oddball,0,17,22,220.236,220.036,221.036,250
L112,oddball,0,18,22,236.138,235.94,236.94,250
L112,oddball,0,19,22,238.126,237.928,238.928,250
L112,oddball,0,20,22,278.084,277.884,278.884,250
L112,oddball,0,21,22,279.077,278.876,279.876,250
L112,oddball,0,22,22,280.071,279.872,280.872,250
L112,oddball,0,23,22,295.975,295.776,296.776,250
L112,oddball,0,24,22,297.962,297.76,298.76,250
L113,oddball,0,0,22,48.023,47.824,48.824,250
L113,oddball,0,1,22,49.017,48.816,49.816,250
L113,oddball,0,2,22,50.011,49.812,50.812,250
L113,oddball,0,3,22,51.004,50.804,51.804,250
L113,oddball,0,4,22,51.999,51.8,52.8,250
L113,oddball,0,5,22,107.902,107.704,108.704,250
L113,oddball,0,6,22,108.896,108.696,109.696,250
L113,oddball,0,7,22,109.889,109.688,110.688,250
L113,oddball,0,8,22,110.883,110.684,111.684,250
L113,oddball,0,9,22,111.877,111.676,112.676,250
L113,oddball,0,10,22,167.72,167.52,168.52,250
L113,oddball,0,11,22,168.714,168.512,169.512,250
L113,oddball,0,12,22,169.708,169.508,170.508,250
L113,oddball,0,13,22,170.701,170.5,171.5,250
L113,oddball,0,14,22,171.696,171.496,172.496,250
L113,oddball,0,15,22,227.538,227.34,228.34,250
L113,oddball,0,16,22,228.532,228.332,229.332,250
L113,oddball,0,17,22,229.526,229.328,230.328,250
L113,oddball,0,18,22,230.519,230.32,231.32,250
L113,oddball,0,19,22,231.513,231.312,232.312,250
L113,oddball,0,20,22,287.344,287.144,288.144,250
L113,oddball,0,21,22,288.332,288.132,289.132,250
L113,oddball,0,22,22,289.325,289.124,290.124,250
L113,oddball,0,23,22,290.319,290.12,291.12,250
L113,oddball,0,24,22,291.313,291.112,292.112,250
L114,oddball,0,0,22,42.426,42.224,43.224,250
L114,oddball,0,1,22,45.427,45.228,46.228,250
L114,oddball,0,2,22,52.444,52.244,53.244,250
L114,oddball,0,3,22,54.443,54.244,55.244,250
L114,oddball,0,4,22,55.443,55.244,56.244,250
L114,oddball,0,5,22,102.493,102.292,103.292,250
L114,oddball,0,6,22,105.493,105.292,106.292,250
L114,oddball,0,7,22,112.494,112.296,113.296,250
L114,oddball,0,8,22,114.493,114.292,115.292,250
L114,oddball,0,9,22,115.493,115.292,116.292,250
L114,oddball,0,10,22,162.594,162.392,163.392,250
L114,oddball,0,11,22,165.595,165.396,166.396,250
L114,oddball,0,12,22,172.595,172.396,173.396,250
L114,oddball,0,13,22,174.595,174.396,175.396,250
L114,oddball,0,14,22,175.594,175.392,176.392,250
L114,oddball,0,15,22,222.611,222.412,223.412,250
L114,oddball,0,16,22,225.611,225.412,226.412,250
L114,oddball,0,17,22,232.611,232.412,233.412,250
L114,oddball,0,18,22,234.611,234.412,235.412,250
L114,oddball,0,19,22,235.612,235.412,236.412,250
L114,oddball,0,20,22,282.646,282.448,283.448,250
L114,oddball,0,21,22,285.662,285.464,286.464,250
L114,oddball,0,22,22,292.662,292.464,293.464,250
L114,oddball,0,23,22,294.662,294.464,295.464,250
L114,oddball,0,24,22,295.662,295.464,296.464,250
L115,oddball,1,0,22,43.398,43.2,44.2,250
L115,oddball,1,1,22,45.401,45.2,46.2,250
L115,oddball,1,2,22,50.407,50.208,51.208,250
L115,oddball,1,4,22,59.422,59.22,60.22,250
L115,oddball,1,15,22,223.576,223.376,224.376,250
L115,oddball,1,16,22,225.578,225.376,226.376,250
L115,oddball,1,17,22,230.586,230.388,231.388,250
L115,oddball,1,18,22,237.597,237.396,238.396,250
L115,oddball,1,19,22,239.6,239.4,240.4,250
L115,oddball,1,20,22,283.632,283.432,284.432,250
L115,oddball,1,21,22,285.635,285.436,286.436,250
L115,oddball,1,22,22,290.643,290.444,291.444,250
L115,oddball,1,23,22,297.654,297.456,298.456,250
L115,oddball,1,24,22,299.657,299.456,300.456,250
L116,oddball,0,0,22,41.178,40.976,41.976,250
L116,oddball,0,1,22,43.184,42.984,43.984,250
L116,oddball,0,2,22,49.19,48.988,49.988,250
L116,oddball,0,3,22,50.192,49.992,50.992,250
L116,oddball,0,4,22,57.202,57.0,58.0,250
L116,oddball,0,5,22,101.234,101.032,102.032,250
L116,oddball,0,6,22,103.238,103.04,104.04,250
L116,oddball,0,7,22,109.247,109.048,110.048,250
L116,oddball,0,8,22,110.248,110.048,111.048,250
L116,oddball,0,9,22,117.261,117.06,118.06,250
L116,oddball,0,10,22,161.29,161.088,162.088,250
L116,oddball,0,11,22,163.293,163.092,164.092,250
L116,oddball,0,12,22,169.302,169.104,170.104,250
L116,oddball,0,13,22,170.304,170.104,171.104,250
L116,oddball,0,14,22,177.315,177.116,178.116,250
L116,oddball,0,15,22,221.357,221.156,222.156,250
L116,oddball,0,16,22,223.361,223.16,224.16,250
L116,oddball,0,17,22,229.369,229.168,230.168,250
L116,oddball,0,18,22,230.373,230.172,231.172,250
L116,oddball,0,19,22,237.381,237.18,238.18,250
L117,oddball,0,0,22,38.896,38.696,39.696,250
L117,oddball,0,1,22,39.89,39.688,40.688,250
L117,oddball,0,2,22,43.866,43.664,44.664,250
L117,oddball,0,3,22,45.853,45.652,46.652,250
L117,oddball,0,4,22,47.841,47.64,48.64,250
L117,oddball,0,5,22,98.769,98.568,99.568,250
L117,oddball,0,6,22,99.763,99.564,100.564,250
L117,oddball,0,7,22,103.732,103.532,104.532,250
L117,oddball,0,8,22,105.72,105.52,106.52,250
L117,oddball,0,9,22,107.702,107.504,108.504,250
L117,oddball,0,10,22,158.574,158.376,159.376,250
L117,oddball,0,11,22,159.568,159.368,160.368,250
L117,oddball,0,12,22,163.544,163.344,164.344,250
L117,oddball,0,13,22,165.532,165.332,166.332,250
L117,oddball,0,14,22,167.52,167.32,168.32,250
L117,oddball,0,15,22,218.387,218.188,219.188,250
L117,oddball,0,16,22,219.381,219.18,220.18,250
L117,oddball,0,17,22,223.356,223.156,224.156,250
L117,oddball,0,18,22,225.344,225.144,226.144,250
L117,oddball,0,19,22,227.332,227.132,228.132,250
L117,oddball,0,20,22,278.223,278.024,279.024,250
L117,oddball,0,21,22,279.217,279.016,280.016,250
L117,oddball,0,22,22,283.193,282.992,283.992,250
L117,oddball,0,23,22,285.181,284.98,285.98,250
L117,oddball,0,24,22,287.169,286.968,287.968,250
L118,oddball,1,0,22,38.605,38.404,39.404,250
L118,oddball,1,1,22,40.682,40.48,41.48,250
L118,oddball,1,2,22,44.682,44.48,45.48,250
L118,oddball,1,3,22,48.77,48.568,49.568,250
L118,oddball,1,4,22,54.848,54.648,55.648,250
L118,oddball,1,5,22,99.082,98.88,99.88,250
L118,oddball,1,6,22,101.093,100.892,101.892,250
L118,oddball,1,7,22,105.204,105.004,106.004,250
L118,oddball,1,8,22,109.282,109.08,110.08,250
L118,oddball,1,9,22,115.326,115.124,116.124,250
L118,oddball,1,10,22,159.648,159.448,160.448,250
L118,oddball,1,11,22,161.715,161.516,162.516,250
L118,oddball,1,12,22,165.813,165.612,166.612,250
L118,oddball,1,13,22,169.847,169.648,170.648,250
L118,oddball,1,14,22,176.004,175.804,176.804,250
L118,oddball,1,15,22,220.25,220.048,221.048,250
L118,oddball,1,16,22,222.325,222.124,223.124,250
L118,oddball,1,17,22,226.37,226.172,227.172,250
L118,oddball,1,18,22,230.405,230.204,231.204,250
L118,oddball,1,19,22,236.57,236.368,237.368,250
L118,oddball,1,20,22,280.927,280.728,281.728,250
L118,oddball,1,21,22,282.927,282.728,283.728,250
L118,oddball,1,22,22,286.97,286.772,287.772,250
L118,oddball,1,23,22,291.034,290.832,291.832,250
L118,oddball,1,24,22,297.166,296.968,297.968,250
L119,oddball,0,0,22,49.699,49.5,50.5,250
L119,oddball,0,1,22,56.708,56.508,57.508,250
L119,oddball,0,2,22,62.716,62.516,63.516,250
L119,oddball,0,3,22,63.718,63.52,64.52,250
L119,oddball,0,4,22,68.725,68.524,69.524,250
L119,oddball,0,5,22,109.753,109.552,110.552,250
L119,oddball,0,6,22,116.763,116.564,117.564,250
L119,oddball,0,7,22,122.772,122.572,123.572,250
L119,oddball,0,8,22,123.773,123.572,124.572,250
L119,oddball,0,9,22,128.781,128.58,129.58,250
