cv_protocol,cohort_name,modality,device,task,feature_set,model,seed,feature_count,outer_fold,selected_params,selected_threshold,inner_cv_auroc,n_train_subjects,n_validation_subjects
standard_cv,behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,qc_demographics,hist_gradient_boosting,20260908,11,1,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.45,0.5432266459684048,421,103
standard_cv,behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,qc_demographics,hist_gradient_boosting,20260908,11,2,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.3,0.4661573885304488,414,110
standard_cv,behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,qc_demographics,hist_gradient_boosting,20260908,11,3,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.3,0.489807083898285,416,108
standard_cv,behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,qc_demographics,hist_gradient_boosting,20260908,11,4,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.4,0.5587858606557377,420,104
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,logistic_regression,20260908,31,0,"{""model__C"": 1.0, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.45,0.5397368818707264,669,174
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,logistic_regression,20260908,31,1,"{""model__C"": 1.0, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.45,0.5539549189735115,676,167
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,logistic_regression,20260908,31,2,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.45,0.5685115822393542,685,158
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,logistic_regression,20260908,31,3,"{""model__C"": 1.0, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.4,0.5576530612244898,672,171
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,logistic_regression,20260908,31,4,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.45,0.5476725777290653,670,173
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,random_forest,20260908,31,0,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.55,0.5158333648143252,669,174
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,random_forest,20260908,31,1,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.3,0.49419730982876553,676,167
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,random_forest,20260908,31,2,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.5,0.5360013091385142,685,158
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,random_forest,20260908,31,3,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.35,0.5440287226001511,672,171
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,random_forest,20260908,31,4,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.45,0.543906734489316,670,173
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,hist_gradient_boosting,20260908,31,0,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.4,0.521797438706509,669,174
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,hist_gradient_boosting,20260908,31,1,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.5,0.513368222926135,676,167
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,hist_gradient_boosting,20260908,31,2,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.45,0.5491199679988363,685,158
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,hist_gradient_boosting,20260908,31,3,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.4,0.544345238095238,672,171
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,hist_gradient_boosting,20260908,31,4,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.35,0.5417146764840888,670,173
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,logistic_regression,20260908,1,0,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.45,0.5572391108704136,762,193
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,logistic_regression,20260908,1,1,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.45,0.5612269230769231,770,185
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,logistic_regression,20260908,1,2,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.45,0.5513792559899118,764,191
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,logistic_regression,20260908,1,3,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.45,0.5547750770173713,759,196
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,logistic_regression,20260908,1,4,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.45,0.5494300175015373,765,190
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,random_forest,20260908,1,0,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.45,0.5572391108704136,762,193
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,random_forest,20260908,1,1,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.4,0.5612269230769231,770,185
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,random_forest,20260908,1,2,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.45,0.5513792559899118,764,191
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,random_forest,20260908,1,3,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.45,0.5547750770173713,759,196
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,random_forest,20260908,1,4,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.45,0.5494300175015373,765,190
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,hist_gradient_boosting,20260908,1,0,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.45,0.5572391108704136,762,193
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,hist_gradient_boosting,20260908,1,1,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.45,0.5612269230769231,770,185
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,hist_gradient_boosting,20260908,1,2,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.45,0.5513792559899118,764,191
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,hist_gradient_boosting,20260908,1,3,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.45,0.5547750770173713,759,196
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,hist_gradient_boosting,20260908,1,4,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.45,0.5494300175015373,765,190
standard_cv,behaviour_bikom_doors_native,behaviour,bikom,doors,age_sex,logistic_regression,20260908,2,0,"{""model__C"": 1.0, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.45,0.558729457041814,405,110
standard_cv,behaviour_bikom_doors_native,behaviour,bikom,doors,age_sex,logistic_regression,20260908,2,1,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.45,0.5777070063694267,427,88
standard_cv,behaviour_bikom_doors_native,behaviour,bikom,doors,age_sex,logistic_regression,20260908,2,2,"{""model__C"": 1.0, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.45,0.5620651486401013,401,114
standard_cv,behaviour_bikom_doors_native,behaviour,bikom,doors,age_sex,logistic_regression,20260908,2,3,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.45,0.5645584030498783,408,107
standard_cv,behaviour_bikom_doors_native,behaviour,bikom,doors,age_sex,logistic_regression,20260908,2,4,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.5,0.5633254484525921,419,96
standard_cv,behaviour_bikom_doors_native,behaviour,bikom,doors,age_sex,random_forest,20260908,2,0,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.45,0.5272519242770959,405,110
standard_cv,behaviour_bikom_doors_native,behaviour,bikom,doors,age_sex,random_forest,20260908,2,1,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.45,0.549587166784619,427,88
standard_cv,behaviour_bikom_doors_native,behaviour,bikom,doors,age_sex,random_forest,20260908,2,2,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.45,0.5520899219903015,401,114
standard_cv,behaviour_bikom_doors_native,behaviour,bikom,doors,age_sex,random_forest,20260908,2,3,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.5,0.5209017261463518,408,107
standard_cv,behaviour_bikom_doors_native,behaviour,bikom,doors,age_sex,random_forest,20260908,2,4,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.45,0.5131702148630002,419,96
standard_cv,behaviour_bikom_doors_native,behaviour,bikom,doors,age_sex,hist_gradient_boosting,20260908,2,0,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.45,0.5318545870605369,405,110
standard_cv,behaviour_bikom_doors_native,behaviour,bikom,doors,age_sex,hist_gradient_boosting,20260908,2,1,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.5,0.5646378862939374,427,88
standard_cv,behaviour_bikom_doors_native,behaviour,bikom,doors,age_sex,hist_gradient_boosting,20260908,2,2,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.5,0.5533549441281889,401,114
standard_cv,behaviour_bikom_doors_native,behaviour,bikom,doors,age_sex,hist_gradient_boosting,20260908,2,3,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.5,0.5295059832680292,408,107
standard_cv,behaviour_bikom_doors_native,behaviour,bikom,doors,age_sex,hist_gradient_boosting,20260908,2,4,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.45,0.513133254484526,419,96
standard_cv,behaviour_yiruid_combined_native,behaviour,yiruid,combined,age_sex_grade,logistic_regression,20260908,3,0,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.5,0.5188405797101449,280,62
standard_cv,behaviour_yiruid_combined_native,behaviour,yiruid,combined,age_sex_grade,logistic_regression,20260908,3,1,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.5,0.564164842790797,274,68
standard_cv,behaviour_yiruid_combined_native,behaviour,yiruid,combined,age_sex_grade,logistic_regression,20260908,3,2,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.5,0.5145299145299146,272,70
standard_cv,behaviour_yiruid_combined_native,behaviour,yiruid,combined,age_sex_grade,logistic_regression,20260908,3,3,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.2,0.4264428935415974,271,71
standard_cv,behaviour_yiruid_combined_native,behaviour,yiruid,combined,age_sex_grade,logistic_regression,20260908,3,4,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.5,0.48573639982308714,271,71
standard_cv,behaviour_yiruid_combined_native,behaviour,yiruid,combined,age_sex_grade,random_forest,20260908,3,0,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.3,0.454361001317523,280,62
standard_cv,behaviour_yiruid_combined_native,behaviour,yiruid,combined,age_sex_grade,random_forest,20260908,3,1,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.5,0.5151070303742059,274,68
standard_cv,behaviour_yiruid_combined_native,behaviour,yiruid,combined,age_sex_grade,random_forest,20260908,3,2,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.35,0.43846153846153846,272,70
standard_cv,behaviour_yiruid_combined_native,behaviour,yiruid,combined,age_sex_grade,random_forest,20260908,3,3,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.35,0.3858701672759499,271,71
standard_cv,behaviour_yiruid_combined_native,behaviour,yiruid,combined,age_sex_grade,random_forest,20260908,3,4,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.4,0.45831490490933213,271,71
standard_cv,behaviour_yiruid_combined_native,behaviour,yiruid,combined,age_sex_grade,hist_gradient_boosting,20260908,3,0,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.4,0.44940711462450594,280,62
standard_cv,behaviour_yiruid_combined_native,behaviour,yiruid,combined,age_sex_grade,hist_gradient_boosting,20260908,3,1,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.5,0.5376074307372017,274,68
standard_cv,behaviour_yiruid_combined_native,behaviour,yiruid,combined,age_sex_grade,hist_gradient_boosting,20260908,3,2,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.35,0.45020678246484697,272,70
standard_cv,behaviour_yiruid_combined_native,behaviour,yiruid,combined,age_sex_grade,hist_gradient_boosting,20260908,3,3,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.3,0.3741830065359477,271,71
standard_cv,behaviour_yiruid_combined_native,behaviour,yiruid,combined,age_sex_grade,hist_gradient_boosting,20260908,3,4,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.4,0.4587295444493587,271,71
standard_cv,behaviour_bikom_combined_native,behaviour,bikom,combined,fnirs_device_only,logistic_regression,20260908,1,0,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.2,0.5010964912280702,404,109
standard_cv,behaviour_bikom_combined_native,behaviour,bikom,combined,fnirs_device_only,logistic_regression,20260908,1,1,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.5,0.5021271033368191,425,88
standard_cv,behaviour_bikom_combined_native,behaviour,bikom,combined,fnirs_device_only,logistic_regression,20260908,1,2,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.5,0.501349527665317,400,113
standard_cv,behaviour_bikom_combined_native,behaviour,bikom,combined,fnirs_device_only,logistic_regression,20260908,1,3,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.2,0.5,406,107
standard_cv,behaviour_bikom_combined_native,behaviour,bikom,combined,fnirs_device_only,logistic_regression,20260908,1,4,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.2,0.5010923535253228,417,96
standard_cv,behaviour_bikom_combined_native,behaviour,bikom,combined,fnirs_device_only,random_forest,20260908,1,0,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.2,0.5010964912280702,404,109
standard_cv,behaviour_bikom_combined_native,behaviour,bikom,combined,fnirs_device_only,random_forest,20260908,1,1,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.5,0.5004396805780017,425,88
standard_cv,behaviour_bikom_combined_native,behaviour,bikom,combined,fnirs_device_only,random_forest,20260908,1,2,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.2,0.501349527665317,400,113
standard_cv,behaviour_bikom_combined_native,behaviour,bikom,combined,fnirs_device_only,random_forest,20260908,1,3,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.2,0.5,406,107
standard_cv,behaviour_bikom_combined_native,behaviour,bikom,combined,fnirs_device_only,random_forest,20260908,1,4,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.2,0.5,417,96
standard_cv,behaviour_bikom_combined_native,behaviour,bikom,combined,fnirs_device_only,hist_gradient_boosting,20260908,1,0,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.5,0.5021929824561404,404,109
standard_cv,behaviour_bikom_combined_native,behaviour,bikom,combined,fnirs_device_only,hist_gradient_boosting,20260908,1,1,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.2,0.5,425,88
standard_cv,behaviour_bikom_combined_native,behaviour,bikom,combined,fnirs_device_only,hist_gradient_boosting,20260908,1,2,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.2,0.5,400,113
standard_cv,behaviour_bikom_combined_native,behaviour,bikom,combined,fnirs_device_only,hist_gradient_boosting,20260908,1,3,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.2,0.4976525821596245,406,107
standard_cv,behaviour_bikom_combined_native,behaviour,bikom,combined,fnirs_device_only,hist_gradient_boosting,20260908,1,4,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.2,0.5,417,96
standard_cv,behaviour_yiruid_1back_native,behaviour,yiruid,1back,demographics,logistic_regression,20260908,3,0,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.5,0.5701557234926555,1133,279
standard_cv,behaviour_yiruid_1back_native,behaviour,yiruid,1back,demographics,logistic_regression,20260908,3,1,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.45,0.5831098615916955,1122,290
standard_cv,behaviour_yiruid_1back_native,behaviour,yiruid,1back,demographics,logistic_regression,20260908,3,2,"{""model__C"": 1.0, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.5,0.5830653698557628,1127,285
standard_cv,behaviour_yiruid_1back_native,behaviour,yiruid,1back,demographics,logistic_regression,20260908,3,3,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.5,0.5809542248021657,1134,278
standard_cv,behaviour_yiruid_1back_native,behaviour,yiruid,1back,demographics,logistic_regression,20260908,3,4,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.45,0.575997321968027,1132,280
standard_cv,behaviour_yiruid_1back_native,behaviour,yiruid,1back,demographics,random_forest,20260908,3,0,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.5,0.5418441456472666,1133,279
standard_cv,behaviour_yiruid_1back_native,behaviour,yiruid,1back,demographics,random_forest,20260908,3,1,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.45,0.5646543119510249,1122,290
standard_cv,behaviour_yiruid_1back_native,behaviour,yiruid,1back,demographics,random_forest,20260908,3,2,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.55,0.5829958978430594,1127,285
standard_cv,behaviour_yiruid_1back_native,behaviour,yiruid,1back,demographics,random_forest,20260908,3,3,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.5,0.580534477821741,1134,278
standard_cv,behaviour_yiruid_1back_native,behaviour,yiruid,1back,demographics,random_forest,20260908,3,4,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.45,0.5525237185453713,1132,280
standard_cv,behaviour_yiruid_1back_native,behaviour,yiruid,1back,demographics,hist_gradient_boosting,20260908,3,0,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.55,0.5486439624431575,1133,279
standard_cv,behaviour_yiruid_1back_native,behaviour,yiruid,1back,demographics,hist_gradient_boosting,20260908,3,1,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.5,0.5620891003460208,1122,290
standard_cv,behaviour_yiruid_1back_native,behaviour,yiruid,1back,demographics,hist_gradient_boosting,20260908,3,2,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.5,0.5803923514622205,1127,285
