cv_protocol,cohort_name,modality,device,task,model,seed,feature_set_a,feature_set_b,comparison,n_subjects,auroc_diff,auroc_diff_ci_low,auroc_diff_ci_high,auprc_diff,auprc_diff_ci_low,auprc_diff_ci_high,fold_direction_consistency,folds_compared,n_bootstrap,protocol_consistent_direction,comparator_auroc,goal,interval_excludes_zero,comparator_above_chance,folds_at_least_4
group_cv,fnirs_bikom_rest_native,fnirs,bikom,rest,logistic_regression,20260707,signal_demographics,demographics,signal_demographics_vs_demographics,1017,-0.0908283202635441,-0.1314010822535131,-0.0489751470475489,-0.1021801000336243,-0.1434898744823452,-0.0601084403783365,0,5,1000,1,0.6050797615211085,goal2_7,False,True,False
group_cv,fnirs_bikom_rest_native,fnirs,bikom,rest,logistic_regression,20260707,signal_qc_demographics,demographics,signal_qc_demographics_vs_demographics,1017,-0.088903659540946,-0.1313538155437905,-0.0468620694144747,-0.098202837333214,-0.1431555401378547,-0.0543319577311745,0,5,1000,1,0.6050797615211085,goal2_7,False,True,False
group_cv,fnirs_bikom_rest_native,fnirs,bikom,rest,random_forest,20260707,signal_demographics,demographics,signal_demographics_vs_demographics,1017,-0.0803143015719554,-0.1295346380333915,-0.0316597843382322,-0.0577169973180189,-0.103753831991126,-0.0175186709039392,0,5,1000,1,0.5842799978515414,goal2_7,False,True,False
group_cv,fnirs_bikom_rest_native,fnirs,bikom,rest,random_forest,20260707,signal_qc_demographics,demographics,signal_qc_demographics_vs_demographics,1017,-0.0934198983062984,-0.1411453300118416,-0.0458070442445308,-0.0757965190158836,-0.1214199707110447,-0.0341591537986809,1,5,1000,1,0.5842799978515414,goal2_7,False,True,False
group_cv,fnirs_bikom_vft_native,fnirs,bikom,vft,hist_gradient_boosting,20260707,signal_demographics,demographics,signal_demographics_vs_demographics,1022,-0.0549435947860056,-0.100966577198364,-0.0095906682515498,-0.0279290010765229,-0.0747736377750513,0.0211268534919164,1,5,1000,1,0.5815207040575434,goal2_7,False,True,False
group_cv,fnirs_bikom_vft_native,fnirs,bikom,vft,hist_gradient_boosting,20260707,signal_qc_demographics,demographics,signal_qc_demographics_vs_demographics,1022,-0.0621675369944678,-0.106798920062725,-0.0149331465876708,-0.0252589636980197,-0.0719366007028478,0.0208867214732913,1,5,1000,1,0.5815207040575434,goal2_7,False,True,False
group_cv,fnirs_bikom_vft_native,fnirs,bikom,vft,logistic_regression,20260707,signal_demographics,demographics,signal_demographics_vs_demographics,1022,-0.0221368872825843,-0.0684767660046732,0.0257915317442723,-0.0568613171282739,-0.1086330407704834,-0.0042658332400685,0,5,1000,1,0.6005306120641165,goal2_7,False,True,False
group_cv,fnirs_bikom_vft_native,fnirs,bikom,vft,logistic_regression,20260707,signal_qc_demographics,demographics,signal_qc_demographics_vs_demographics,1022,-0.0250114050589742,-0.0716314516404963,0.0199832930863454,-0.0567569103862594,-0.1050088372376775,-0.0076953675521119,1,5,1000,1,0.6005306120641165,goal2_7,False,True,False
group_cv,fnirs_bikom_vft_native,fnirs,bikom,vft,random_forest,20260707,signal_demographics,demographics,signal_demographics_vs_demographics,1022,-0.0890879053225085,-0.1341041637677501,-0.0422014656777727,-0.0682749223362611,-0.1113725523047597,-0.0264472189385123,1,5,1000,1,0.586171310629515,goal2_7,False,True,False
group_cv,fnirs_bikom_vft_native,fnirs,bikom,vft,random_forest,20260707,signal_qc_demographics,demographics,signal_qc_demographics_vs_demographics,1022,-0.0531099270519141,-0.1056621186481947,-0.0047206058823497,-0.0367004615704967,-0.0874958900672646,0.0118744801426769,1,5,1000,1,0.586171310629515,goal2_7,False,True,False
